"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat May 27 12:09:12 GMT 2023","Sat May 27 12:09:12 GMT 2023","437","","ru.novo_estate.web.tests.header.FollowingHeaderLinksTests","","ru.novo_estate.web.tests.header.FollowingHeaderLinksTests","followingNovostroykiLink","Переход по ссылке 'Новостройки'",""
"passed","Sat May 27 12:09:03 GMT 2023","Sat May 27 12:09:04 GMT 2023","1092","","ru.novo_estate.api.tests.profile.ProfileTests","","ru.novo_estate.api.tests.profile.ProfileTests","changeUsernameAndEmail","Изменение имени и Email пользователя",""
"broken","Sat May 27 12:09:07 GMT 2023","Sat May 27 12:09:11 GMT 2023","4054","","ru.novo_estate.web.tests.auth.AuthTests","","ru.novo_estate.web.tests.auth.AuthTests","authUserSuccessful","Позитивная проверка авторизации пользователя",""
"broken","Sat May 27 12:09:14 GMT 2023","Sat May 27 12:09:14 GMT 2023","295","","ru.novo_estate.web.tests.novostroyki.CallMeTests","","ru.novo_estate.web.tests.novostroyki.CallMeTests","orderCallBackAndСheckAdditionInDatabase","Отправить заполненную форму Заказать звонок и проверить добавление соответсвующей записи в БД",""
"broken","Sat May 27 12:09:14 GMT 2023","Sat May 27 12:09:14 GMT 2023","283","","ru.novo_estate.web.tests.novostroyki.MoreFilterModalTests","","ru.novo_estate.web.tests.novostroyki.MoreFilterModalTests","checkOpenMoreFiltersModal","Проверить открытие модального окна по клику на кнопку Все фильтры странице /novostroyki",""
"passed","Sat May 27 12:08:55 GMT 2023","Sat May 27 12:08:57 GMT 2023","1345","","ru.novo_estate.api.tests.filter_building.SearchBuildingFiltersTests","","ru.novo_estate.api.tests.filter_building.SearchBuildingFiltersTests","searchStation","Применить фильтр 'Станция метро' и проверить, что найденные ЖК содержат искомый station_id",""
"broken","Sat May 27 12:09:15 GMT 2023","Sat May 27 12:09:15 GMT 2023","252","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","searchDistrict","Проверить результаты поиска ЖК по району на странице /novostroyki",""
"broken","Sat May 27 12:09:12 GMT 2023","Sat May 27 12:09:12 GMT 2023","265","","ru.novo_estate.web.tests.header.FollowingHeaderLinksTests","","ru.novo_estate.web.tests.header.FollowingHeaderLinksTests","followingAboutLink","Переход по ссылке 'O компании'",""
"skipped","Sat May 27 12:09:17 GMT 2023","Sat May 27 12:09:17 GMT 2023","0","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","scrollNovostroykiItemsToLastPage","scrollNovostroykiItemsToLastPage()",""
"broken","Sat May 27 12:09:16 GMT 2023","Sat May 27 12:09:16 GMT 2023","262","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","searchCity","Проверить результаты поиска ЖК по городу на странице /novostroyki",""
