"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 26 18:35:33 GMT 2023","Fri May 26 18:35:33 GMT 2023","194","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","searchDistrict","Проверить результаты поиска ЖК по району на странице /novostroyki",""
"broken","Fri May 26 18:35:30 GMT 2023","Fri May 26 18:35:31 GMT 2023","232","","ru.novo_estate.web.tests.auth.AuthTests","","ru.novo_estate.web.tests.auth.AuthTests","registrationNewUserSuccessful","Позитивная проверка регистрации нового пользователя",""
"broken","Fri May 26 18:35:35 GMT 2023","Fri May 26 18:35:36 GMT 2023","206","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","setPriceFromFilter","setPriceFromFilter(String, String) Ввести значение 100 в фильтр Цена от и проверить появление тега От 100 ₽",""
"passed","Fri May 26 18:35:15 GMT 2023","Fri May 26 18:35:17 GMT 2023","1631","","ru.novo_estate.api.tests.auth.AuthTests","","ru.novo_estate.api.tests.auth.AuthTests","auth","Авторизация пользователя",""
"passed","Fri May 26 18:35:26 GMT 2023","Fri May 26 18:35:26 GMT 2023","745","","ru.novo_estate.api.tests.profile.ProfileTests","","ru.novo_estate.api.tests.profile.ProfileTests","changeUsernameAndEmail","Изменение имени и Email пользователя",""
"broken","Fri May 26 18:35:34 GMT 2023","Fri May 26 18:35:34 GMT 2023","207","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","setPriceToFilter","setPriceToFilter(String, String) Ввести значение 8000000 в фильтр Цена до и проверить появление тега До 8 млн. ₽",""
"broken","Fri May 26 18:35:35 GMT 2023","Fri May 26 18:35:35 GMT 2023","206","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","setPriceFromFilter","setPriceFromFilter(String, String) Ввести значение 15000000 в фильтр Цена от и проверить появление тега От 15 млн. ₽",""
"passed","Fri May 26 18:35:07 GMT 2023","Fri May 26 18:35:15 GMT 2023","8149","","ru.novo_estate.api.tests.auth.AuthTests","","ru.novo_estate.api.tests.auth.AuthTests","logout","Логаут пользователя",""
"broken","Fri May 26 18:35:32 GMT 2023","Fri May 26 18:35:33 GMT 2023","210","","ru.novo_estate.web.tests.novostroyki.MoreFilterModalTests","","ru.novo_estate.web.tests.novostroyki.MoreFilterModalTests","clickCheckboxHousingClassAndVerifyResultSearch","Проверить выдачу на странице /novostroyki  после примения фильтра Класс жилья",""
"broken","Fri May 26 18:35:34 GMT 2023","Fri May 26 18:35:34 GMT 2023","207","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","setFilterRoomsAndVerifyResultSearch","setFilterRoomsAndVerifyResultSearch(RoomEnum) Проверить выдачу ЖК после примения фильтра Комнатность 1 на странице /novostroyki",""
"broken","Fri May 26 18:35:28 GMT 2023","Fri May 26 18:35:30 GMT 2023","2843","","ru.novo_estate.web.tests.auth.AuthTests","","ru.novo_estate.web.tests.auth.AuthTests","authUserSuccessful","Позитивная проверка авторизации пользователя",""
"broken","Fri May 26 18:35:34 GMT 2023","Fri May 26 18:35:34 GMT 2023","209","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","searchCity","Проверить результаты поиска ЖК по городу на странице /novostroyki",""
"broken","Fri May 26 18:35:32 GMT 2023","Fri May 26 18:35:32 GMT 2023","197","","ru.novo_estate.web.tests.novostroyki.MoreFilterModalTests","","ru.novo_estate.web.tests.novostroyki.MoreFilterModalTests","checkOpenMoreFiltersModal","Проверить открытие модального окна по клику на кнопку Все фильтры странице /novostroyki",""
"broken","Fri May 26 18:35:33 GMT 2023","Fri May 26 18:35:33 GMT 2023","269","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","searchСounty","Проверить результаты поиска ЖК по округу на странице /novostroyki",""
"broken","Fri May 26 18:35:33 GMT 2023","Fri May 26 18:35:34 GMT 2023","206","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.novo_estate.web.tests.novostroyki.SearchNovostroykiFiltersTests","setPriceToFilter","setPriceToFilter(String, String) Ввести значение 1000000 в фильтр Цена до и проверить появление тега До 1 млн. ₽",""
"broken","Fri May 26 18:35:31 GMT 2023","Fri May 26 18:35:32 GMT 2023","220","","ru.novo_estate.web.tests.header.FollowingHeaderLinksTests","","ru.novo_estate.web.tests.header.FollowingHeaderLinksTests","followingHelpInChoosingLink","Открытие модального окна по ссылке 'Помощь в подборе'",""
